web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,content,date
"1570858944-2701","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/darrell-issa-duncan-hunter_n_5d8bc265e4b0019647a2582a","AP Source: Darrell Issa To Run For Duncan Hunter’s Seat","Rep. Duncan Hunter (R-Calif.) was indicted for allegedly using campaign funds for personal expenses.","","“I think he’s the one in the best position to win and get something done,” Wells said. “We need to get back to the business of having a presence in Washington.”","09/25/2019 03:54 pm ET"
"1570859343-4719","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/saudi-seven-khashoggi_n_5d975e49e4b02911e11a38b1","Khashoggi’s Murder Should Have Made Saudi Arabia A Pariah. 7 Men Made Sure That Didn’t Happen.","Meet the key figures behind the scenes, from a journalist-turned-lobbyist to an evangelical writer, in the effort to preserve the kingdom’s image after the killing.","","Flint was HSBC’s chief executive until this past August. He followed the lead of other top bankers in skipping a marquee conference in Saudi Arabia soon after Khashoggi’s murder. But he was clear that he didn’t want the relationship to end: “I understand the emotion around the story but it is very difficult to think about disengaging from Saudi Arabia, given its importance to global energy markets,” Flint said weeks after the murder. He returned to Saudi Arabia in April and publicly praised the kingdom’s financial policies.","10/09/2019 05:45 am ET"
"1570859331-4649","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/elizabeth-warren-environment-climate-justice-plan_n_5d9d02f1e4b06ddfc50ffb77","Elizabeth Warren’s Climate Justice Plan Aims To Keep Water Public, Study Pollution More","The Democratic presidential hopeful is adopting much of what former candidate Jay Inslee put out.","","The latest proposal collects much of Warren’s existing ideas on improving racial equity and reducing pollution and reframes them in what looks like an ambitious, nearly 5,900-word blueprint on how to implement a Green New Deal.","10/09/2019 08:00 am ET"
"1570859303-4514","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-biden-big-lie_n_5d9cf04ee4b06ddfc50fdff9","Habitually Dishonest Trump Pushes His Biggest Lie Yet About The Democrat He Fears Most","Trump’s accusations against Joe Biden turn reality on its head. Biden’s Ukraine efforts were more likely to hurt his son’s company, not help it.","","Ironically, Trump’s readiness to accept Giuliani’s debunked conspiracy theory as fact is now likely to get him impeached by the House.","10/08/2019 06:48 pm ET"
"1570859410-5179","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/pete-buttigieg-lgbtq-policy-to-overturn-inequality_n_5d9cf79ee4b06ddfc50fedc4","Pete Buttigieg Unveils Sweeping LGBTQ Policy To Tackle Inequality","The Democratic presidential contender aims to revamp health care, tackle HIV/AIDS and overturn the transgender military ban.","","Data released earlier this year by the Centers for Disease Control and Prevention showed that in 2017, only 35% of gay and bisexual men at risk of HIV were using PrEP, a number the agency said was “too low.” Overall, according to the federal government, “of the estimated 1 million Americans at substantial risk for HIV and who could benefit from PrEP, less than 1 in 4 are actually using this medication.”","10/10/2019 06:00 am ET"
"1570859423-5221","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/elizabeth-warren-lgbtq-plan_n_5d9e246ae4b087efdba732c1","Elizabeth Warren Releases Plan For LGBTQ Rights And Equality","The 2020 candidate said she would reverse Trump’s transgender military ban on day one of a Warren administration.","","“I have opposed the Trump Administration’s shameful ban on transgender service members from the start, and I will reverse it on Day One,” the senator wrote in her plan.","10/10/2019 06:00 am ET"
"1570859579-6024","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/rudy-giuliani-investigation-marie-yovanovitch-ukraine_n_5da13279e4b06ddfc51a040a","Rudy Giuliani Reportedly Under Investigation For Links To U.S. Ambassador’s Recall","Prosecutors are looking into whether Giuliani violated lobbying laws that protect the government from covert foreign influence, The New York Times reported.","","CNN and Bloomberg reported Thursday that federal prosecutors were also examining Giuliani’s financial dealings with associates Igor Fruman and Lev Parnas, who were arrested Thursday on charges that they secretly funneled Russian money to groups that support Trump and other GOP candidates.","10/11/2019 11:28 pm ET"
"1570858939-2674","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/facebook-politicians-newsworthy-exempt_n_5d8a7c05e4b08f48f4abff00","Facebook Is Fine With Holocaust Denials If Politicians Make The False Claim","The site has decided to exempt politicians from abiding by its community rules.","","Twitter deleted Cain’s tweet two hours later, explaining it violated the site’s terms because it threatened violence. Asked Tuesday if Facebook would have done the same, the spokesperson declined to make a judgment.","09/24/2019 06:56 pm ET"
"1570859145-3700","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/colin-powell-republicans-terrified-of-speaking-out-need-to-get-a-grip_n_5d9a206be4b0fc935edbf387","Colin Powell: Republicans Terrified Of Speaking Out Need To ‘Get A Grip’","The former secretary of state is urging members of the GOP to adopt a see-something, say-something approach on Trump’s behavior.","","As Democrats escalate their impeachment inquiry into Trump’s alleged solicitation of foreign interference in the 2020 election, Powell urged Republicans to place the nation’s best interest ahead of party politics.","10/06/2019 03:57 pm ET"
"1570859196-4023","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/meghan-mccain-syria-turkey-kurds-republican-unpatriotic-cowards_n_5d9b6380e4b03b475f9d8117","Meghan McCain Rips GOP’s ‘Feckless, Unpatriotic Cowards’ In Scathing Takedown","The “View” co-host slammed any Republican backing Trump’s decision to step aside as Turkey prepares to invade Syria.","","In a series of tweets Monday morning, Graham called the decision “a stain on America’s honor,” warning that it has “sent the most dangerous signal possible ― America is an unreliable ally and it’s just a matter of time before China, Russia, Iran, and North Korea act out in dangerous ways.”","10/07/2019 02:43 pm ET"
"1570859539-5748","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/betty-mccollum-minnesota-israeli-palestinian_n_5d926349e4b0e9e760514c1f","The Minnesota Congresswoman Who Can Criticize Israel","St. Paul’s Betty McCollum is radically progressive on U.S. policy toward Israel. Why don’t you ever hear about it?","","The bill has 21 co-sponsors, all Democrats. Two additional Democrats withdrew their names as co-sponsors. When Rep. Debbie Dingell (D-Mich.) pulled her name, she tweeted that her “heart has always been with the children of Palestine” and that she was pushing leadership “hard” for a vote on a “resolution supporting a two-state solution.”","10/11/2019 05:45 am ET"
"1570859031-3193","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-warren-biden-china-call_n_5d967bcae4b0f5bf7971c123","Trump Brought Up Biden, Warren In A Call With Chinese President: Report","Sources told CNN that Trump brought up his rivals’ political prospects and promised to stay quiet on the Hong Kong protests in the same call.","","The alleged conversation — and how it was archived — bears significant similarity to a phone call Trump had around the same time with Ukrainian President Volodymyr Zelensky, in which Trump pressed the leader to investigate Biden while also reminding him that the U.S. had provided Ukraine with a lot of foreign aid.","10/03/2019 07:38 pm ET"
"1570859315-4578","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/ice-moved-700-women-out-of-a-detention-center-and-wont-tell-lawyers-where-they-are_n_5d9cdd55e4b087efdba3fe71","ICE Moved 700 Women Out Of A Detention Center And Won’t Tell Lawyers Where They Are","Some of the women have serious medical issues, and lawyers worry they could die in detention.","Angelina Chapin","","10/08/2019 05:07 pm ET"
"1570859242-4232","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/rudy-giuliani-ukraine-lindsey-graham_n_5d9ca728e4b0fc935ee15dc8","Senator Lindsey Graham Invites Rudy Giuliani To Testify Before Congress","The Senate Judiciary Committee chairman says he wants to give the president’s attorney the opportunity to air his “concerns” about Ukraine.","","Giuliani has found himself ensnared in the House impeachment probe, which was fueled by Trump’s repeated requests for Ukrainian President Volodymyr Zelensky to aid both Giuliani and Attorney General William Barr in an investigation of Biden. Democrats on the House Intelligence Committee last week subpoenaed Giuliani for documents dating back to January 2017 regarding his communications with Ukrainian officials.","10/08/2019 12:26 pm ET"
"1570859077-3412","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/republicans-criticizing-trump-ukraine-china_n_5d979fbce4b03b475f98fe44","A Running List Of Republicans Criticizing Trump’s Ukraine Scandal","Republicans are not as unified over the controversy as the president is insisting.","","Rep. Will Hurd of Texas, one of several Republican lawmakers to announce in recent months that he won’t seek reelection, told CNN last week that copies of text messages exchanged among U.S. diplomats about Trump’s actions “are indeed damning.”","10/04/2019 05:53 pm ET"
"1570859372-4906","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/elizabeth-warren-fired_n_5d9e2feae4b06ddfc512dfff","People Get Fired From Their Jobs Without Being ‘Fired’ All The Time","Yes, this sort of discrimination happened in the 1970s, when Elizabeth Warren was a teacher. But it still happens today.","","She wrote about current affairs, mixed with pieces about culture and her personal life ― billed as what life was like for a single woman living in Chicago.","10/09/2019 03:58 pm ET"
"1570859186-3927","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/cory-booker-voters-2020-election_n_5d76acafe4b0752102312854","Cory Booker Wants To Be More Than Every Voter’s 3rd Choice","The New Jersey senator, once the king of the political stunt, just pulled one off to save his 2020 presidential campaign. But can he do more?","","Just two weeks later, that tone radically changed: The Booker campaign announced it needed to raise $1.7 million in 10 days to give him a hope to compete. Instead of quietly making this appeal to top donors, the campaign put their desperation on full blast. The team leaked a memo from Demissie to NBC News, then held a press conference call to discuss it.","10/07/2019 02:47 pm ET"
"1570859520-5647","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/pete-buttigieg-lgbtq-town-hall-blood-not-welcome-country_n_5d9fec43e4b02c9da047bf31","Pete Buttigieg At LGBTQ Town Hall: ‘My Blood’s Not Welcome In This Country’","The South Bend, Indiana, mayor and openly gay presidential candidate said he would overhaul FDA rules that ban sexually active gay men from donating blood.","Sanjana Karanth","","10/10/2019 11:31 pm ET"
"1570859507-5562","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-us-government-conspiracy-theories_n_5d9fedb7e4b02c9da047c100","How Trump Used The U.S. Government To Chase Conspiracy Theories","The president has enlisted parts of the U.S. government and key allies in the pursuit of unproven or disproven conspiracy theories, some incubated in the dark corners of the internet.","","Some of the evidence that has emerged shows that:","10/10/2019 11:06 pm ET"
"1570859369-4879","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-impeachment-trey-gowdy_n_5d9de97de4b087efdba62d23","Trey Gowdy, Who Pushed For Obama Documents, Joins Trump’s Impeachment Defense","The former Republican congressman hammered the Obama administration for refusing to cooperate with Congress.","","As chair of the Benghazi committee, Gowdy maintained he wasn’t simply out to torpedo Clinton’s presidential chances and pointed to the panel’s interviews with 81 witnesses and its review of 75,000 additional pages of documents from the Obama administration. Clinton herself sat for an 11-hour hearing in 2015 in which she was grilled extensively over the Libya attack.","10/09/2019 03:05 pm ET"
